
		Copies and Copyright-Notice

User is not entitled to change or erase data sets of the RegulonDB
database or to eliminate copyright notices from RegulonDB. Furthermore,
User is not entitled to expand RegulonDB or to integrate RegulonDB partly
or as a whole into other databank systems, without prior written consent
from CCG-UNAM.

Citation

User is committed to cite properly the use of RegulonDB. The current most
update publication concerning RegulonDB is:
Socorro Gama-Castro, Verónica Jiménez-Jacinto, Martin Peralta-Gil,
Alberto Santos-Zavaleta, Monica I. Peñaloza-Spindola, Bruno Contreras-Moreira,
Juan Segura-Salazar, Luis Muñiz-Rascado, Irma Martínez-Flores, Heladia Salgado,
César Bonavides-Martínez, Cei Abreu-Goodger, Carlos Rodriguez-Penagos, Juan Miranda-Rios,
Enrique Morett, Enrique Merino, Araceli M. Huerta, Luis Treviño-Quintanilla and Julio Collado-Vides.
"RegulonDB (Version 6.0): gene regulation model of Escherichia coli K-12 
beyond transcription, active (experimental) annotated promoters and textpresso navigation"
Nucleic Acids Research, 2008, vol 36.  D120-D124

Release: 6.3 Date: 30-JAN-09
_________________________________________________________________________________

Columns:
	(1) Gene identifier assigned by RegulonDB
	(2) Gene name 
	(3) Blattner number (bnumber) of the gene
	(4) Gene left end position in the genome
	(5) Gene right end position in the genome
	(6) DNA strand where the gene is coded
	(7) Product name of the gene
ECK120003987	truD	b2745	2868277	2869326	reverse	tRNA pseudouridine 13 synthase
ECK120001749	ispF	b2746	2869323	2869802	reverse	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase monomer
ECK120003988	ispD	b2747	2869802	2870512	reverse	4-diphosphocytidyl-2C-methyl-D-erythritol synthetase monomer
ECK120003989	ftsB	b2748	2870531	2870842	reverse	essential cell division protein FtsB
ECK120002365	ygbE	b2749	2871036	2871359	reverse	putative cytochrome oxidase subunit
ECK120000180	cysC	b2750	2871409	2872014	reverse	CysC
ECK120000189	cysN	b2751	2872014	2873441	reverse	CysN
ECK120000181	cysD	b2752	2873443	2874351	reverse	CysD
ECK120000481	iap	b2753	2874603	2875640	forward	alkaline phosphatase isozyme conversion protein
ECK120002398	ygbF	b2754	2876591	2876875	reverse	predicted protein
ECK120003990	ygbT	b2755	2876877	2877794	reverse	conserved protein
ECK120003991	ygcH	b2756	2877810	2878409	reverse	predicted protein
ECK120003992	ygcI	b2757	2878396	2879070	reverse	predicted protein
ECK120003993	ygcJ	b2758	2879073	2880164	reverse	predicted protein
ECK120003994	ygcK	b2759	2880177	2880659	reverse	predicted protein
ECK120003995	ygcL	b2760	2880652	2882160	reverse	predicted protein
ECK120002345	ygcB	b2761	2882575	2885241	reverse	conserved protein, member of DEAD box family
ECK120000184	cysH	b2762	2885600	2886334	reverse	CysH
ECK120000185	cysI	b2763	2886409	2888121	reverse	sulfite reductase hemoprotein subunit
ECK120000186	cysJ	b2764	2888121	2889920	reverse	sulfite reductase flavoprotein subunit
ECK120003996	sscR	b2765	2890236	2890601	forward	6-pyruvoyl tetrahydropterin synthase
ECK120003997	ygcN	b2766	2890679	2891950	forward	predicted oxidoreductase with FAD/NAD(P)-binding domain
ECK120003998	ygcO	b2767	2891941	2892201	forward	predicted 4Fe-4S cluster-containing protein
ECK120003999	ygcP	b2768	2892218	2892793	forward	predicted anti-terminator regulatory protein
ECK120004000	ygcQ	b2769	2892941	2893801	reverse	predicted flavoprotein
ECK120004001	ygcR	b2770	2893798	2894577	reverse	predicted flavoprotein
ECK120004002	ygcS	b2771	2894555	2895892	reverse	YgcS MFS transporter
ECK120004003	ygcU	b4463	2895986	2897440	reverse	predicted FAD-containing dehydrogenase
ECK120004004	ygcW	b2774	2897510	2898295	reverse	predicted deoxygluconate dehydrogenase
ECK120002430	yqcE	b2775	2898614	2899891	forward	YqcE MFS transporter
ECK120004005	ygcE	b2776	2899918	2901396	forward	predicted kinase
ECK120004006	ygcF	b2777	2902769	2903440	reverse	conserved protein
ECK120004007	ygcG	b2778	2903733	2904605	forward	predicted protein
ECK120000252	eno	b2779	2904665	2905963	reverse	Eno
ECK120000801	pyrG	b2780	2906051	2907688	reverse	PyrG
ECK120000565	mazG	b2781	2907916	2908707	reverse	nucleoside triphosphate pyrophosphohydrolase
ECK120001224	chpA	b2782	2908778	2909113	reverse	MazF toxin of the MazF-MazE toxin-antitoxin system that exhibits ribonuclease activity
ECK120000564	chpR	b2783	2909113	2909361	reverse	MazE antitoxin of the MazF-MazE toxin-antitoxin system
ECK120000826	relA	b2784	2909439	2911673	reverse	GDP pyrophosphokinase/GTP pyrophosphokinase
ECK120001223	rumA	b2785	2911721	2913022	reverse	23S ribosomal RNA 5-methyluridine methyltransferase
ECK120001335	barA	b2786	2913079	2915835	forward	BarA
ECK120004008	gudD	b2787	2916067	2917407	reverse	<i>D</i>-glucarate dehydratase
ECK120004009	gudX	b2788	2917428	2918768	reverse	glucarate dehydratase-related protein
ECK120004010	gudP	b2789	2918770	2920122	reverse	YgcZ MFS transporter
ECK120004011	yqcA	b2790	2920557	2921006	reverse	predicted flavoprotein
ECK120004012	truC	b2791	2921024	2921806	reverse	tRNA pseudouridine 65 synthase
ECK120004013	yqcC	b2792	2921806	2922135	reverse	conserved protein
ECK120002573	csrB	b4408	2922178	2922537	reverse	CsrB RNA
ECK120004014	syd	b2793	2922757	2923302	reverse	predicted protein
ECK120004015	queF	b2794	2923370	2924218	forward	NADPH-dependent nitrile oxidoreductase monomer
ECK120002241	ygdH	b2795	2924330	2925694	forward	conserved protein
ECK120002043	sdaC	b2796	2926251	2927540	forward	SdaC serine STP transporter
ECK120001571	sdaB	b2797	2927598	2928965	forward	L-serine deaminase II
ECK120002240	ygdG	b2798	2928987	2929832	forward	YgdG
ECK120000345	fucO	b2799	2929887	2931038	reverse	L-1,2-propanediol oxidoreductase monomer
ECK120000342	fucA	b2800	2931063	2931710	reverse	
ECK120000346	fucP	b2801	2932257	2933573	forward	FucP fucose MFS transporter
ECK120000343	fucI	b2802	2933606	2935381	forward	
ECK120000344	fucK	b2803	2935460	2936908	forward	L-fuculokinase
ECK120000348	fucU	b2804	2936910	2937332	forward	L-fucose mutarotase
ECK120000347	fucR	b2805	2937390	2938121	forward	FucR transcriptional activator
ECK120001728	ygdE	b2806	2938165	2939265	reverse	predicted methyltransferase
ECK120001727	ygdD	b2807	2939258	2939653	reverse	conserved inner membrane protein
ECK120001729	gcvA	b2808	2939672	2940589	reverse	GcvA transcriptional dual regulator
ECK120002579	gcvB	b4443	2940718	2940922	forward	GcvB small regulatory RNA
ECK120004016	ygdI	b2809	2940940	2941167	reverse	putative lipoprotein
ECK120004017	csdA	b2810	2941359	2942564	forward	
ECK120004018	csdE	b2811	2942564	2943007	forward	CsdE
ECK120004019	ygdL	b2812	2943058	2943864	reverse	conserved protein
ECK120004020	mltA	b2813	2944103	2945200	reverse	membrane-bound lytic murein transglycosylase A
ECK120002504	metZ	b2814	2945409	2945485	forward	tRNA<SUP>metZ</SUP>
ECK120002559	metW	b2815	2945519	2945595	forward	tRNA<SUP>metW</SUP>
ECK120002502	metV	b2816	2945629	2945705	forward	tRNA<SUP>metV</SUP>
ECK120004021	amiC	b2817	2945779	2947032	reverse	N-acetylmuramyl-L-alanine amidase
ECK120000059	argA	b2818	2947264	2948595	forward	ArgA
ECK120000817	recD	b2819	2948657	2950483	reverse	DNA helicase, ATP-dependent dsDNA/ssDNA exonuclease V subunit, ssDNA endonuclease
ECK120000815	recB	b2820	2950483	2954025	reverse	RecB; DNA helicase, ATP-dependent dsDNA/ssDNA exonuclease V subunit, ssDNA endonuclease
ECK120000777	ptrA	b2821	2954018	2956906	reverse	protease III
ECK120000816	recC	b2822	2957082	2960450	reverse	DNA helicase, ATP-dependent dsDNA/ssDNA exonuclease V subunit, ssDNA endonuclease
ECK120001137	ppdC	b2823	2960463	2960786	reverse	predicted protein
ECK120001138	ygdB	b2824	2960771	2961178	reverse	predicted protein
ECK120001139	ppdB	b2825	2961175	2961738	reverse	conserved protein
ECK120001987	ppdA	b2826	2961729	2962199	reverse	conserved protein
ECK120000991	thyA	b2827	2962383	2963177	reverse	thymidylate synthase
ECK120002030	lgt	b2828	2963184	2964059	reverse	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase; a major membrane phospholipid
ECK120002077	ptsP	b2829	2964210	2966456	reverse	PTS system, enzyme I, transcriptional regulator (with NPR and NTR proteins)
ECK120004022	rppH	b2830	2966469	2966999	reverse	putative  invasion protein
ECK120030084	ygdT	b4610	2967352	2967498	reverse	hypothetical protein
ECK120000617	mutH	b2831	2967684	2968373	forward	MutH
ECK120004023	ygdQ	b2832	2968442	2969155	forward	putative transport protein
ECK120004024	ygdR	b2833	2969293	2969511	forward	predicted protein
ECK120004025	tas	b2834	2969619	2970659	forward	putative NAD(P)-linked reductase that acts in starvation-associated mutation
ECK120002304	lplT	b2835	2970691	2971884	reverse	lysophospholipid transporter
ECK120001622	aas	b2836	2971877	2974036	reverse	acyl-ACP synthetase/2-acylglycerophosphoethanolamine acyltransferase/acyl-ACP synthetase
ECK120002580	omrA	b4444	2974124	2974211	reverse	SraE small RNA
ECK120002593	omrB	b4445	2974332	2974407	reverse	RygB small RNA
ECK120000357	galR	b2837	2974621	2975652	forward	GalR transcriptional dual regulator
ECK120000542	lysA	b2838	2975659	2976921	reverse	LysA
ECK120000544	lysR	b2839	2977043	2977978	forward	LysR transcriptional dual regulator
ECK120001140	ygeA	b2840	2977965	2978657	reverse	predicted racemase
ECK120000052	araE	b2841	2978786	2980204	reverse	AraE arabinose MFS transporter
ECK120002229	kduD	b2842	2980519	2981280	reverse	2-deoxy-D-gluconate 3-dehydrogenase
ECK120004026	kduI	b2843	2981310	2982146	reverse	predicted 5-keto 4-deoxyuronate isomerase
ECK120004027	yqeF	b2844	2982433	2983614	reverse	predicted acyltransferase
ECK120004028	yqeG	b2845	2983869	2985098	forward	YqeG STP transporter
ECK120004029	yqeH	b2846	2985558	2986190	forward	conserved protein with bipartite regulator domain
ECK120004030	yqeI	b2847	2986524	2987333	forward	predicted transcriptional regulator
ECK120004031	yqeJ	b2848	2987326	2987808	forward	predicted protein
ECK120004032	yqeK	b2849	2987957	2988382	reverse	predicted protein
ECK120004033	ygeF	b2850	2988576	2989022	forward	predicted protein
ECK120004034	ygeG	b2851	2989290	2989781	forward	predicted chaperone
ECK120004035	ygeH	b2852	2990116	2991492	forward	predicted transcriptional regulator
ECK120004036	ygeI	b2853	2991660	2991878	forward	predicted protein
ECK120004037	pbl		2992063	2992437	forward	predicted peptidoglycan-binding enzyme
ECK120004038	ygeK	b2855	2992482	2992925	reverse	predicted DNA-binding transcriptional regulator
ECK120004039	ygeL	b2856	2992959	2993114	reverse	predicted protein
ECK120004040	ygeM	b2857	2993336	2993767	reverse	predicted protein
ECK120004041	ygeN		2993770	2994042	reverse	predicted protein
ECK120004042	ygeO	b2859	2993984	2994409	reverse	predicted protein
ECK120023920	insCD-4		2994394	2995667	reverse	
ECK120004043	insD-4	b2860	2994394	2995299	reverse	
ECK120004044	insC-4	b2861	2995257	2995667	reverse	
ECK120004045	ygeP	b2862	2995711	2996010	reverse	predicted protein
ECK120004046	ygeQ	b2863	2996056	2996850	reverse	predicted protein
ECK120002479	glyU	b2864	2997006	2997079	reverse	tRNA<SUP>glyU</SUP>
ECK120004047	ygeR	b2865	2997158	2997913	reverse	putative lipoprotein; predicted DNA-binding transcriptional regulator
ECK120004048	xdhA	b2866	2998367	3000625	forward	xanthine dehydrogenase subunit with putative molybdenum cofactor-binding domain
ECK120004049	xdhB	b2867	3000636	3001514	forward	putative xanthine dehydrogenase subunit, FAD-binding domain
ECK120004050	xdhC	b2868	3001511	3001990	forward	putative xanthine dehydrogenase, Fe-S subunit
ECK120004051	ygeV	b2869	3002030	3003808	reverse	putative transcriptional regulator
ECK120004052	ygeW	b2870	3004284	3005474	forward	putative carbamoyltransferase
ECK120004053	ygeX	b2871	3005532	3006728	forward	2,3-diaminopropionate ammonia-lyase monomer
ECK120004054	ygeY	b2872	3006786	3007997	forward	predicted peptidase
ECK120004055	hyuA	b2873	3008050	3009435	forward	phenylhydantoinase monomer
ECK120004056	yqeA	b2874	3009483	3010415	forward	predicted amino acid kinase
ECK120004057	yqeB	b2875	3010636	3012261	reverse	conserved protein with NAD(P)-binding Rossman fold
ECK120004058	yqeC	b2876	3012309	3013079	reverse	conserved protein
ECK120004059	ygfJ	b2877	3013182	3013760	forward	conserved protein
ECK120004060	ygfK	b2878	3014082	3017180	forward	putative oxidoreductase Fe-S subunit; possible component of selenate reductase
ECK120004061	ssnA	b2879	3017183	3018511	forward	predicted chlorohydrolase/aminohydrolase
ECK120004062	ygfM	b2880	3018562	3019341	forward	predicted oxidoreductase; possible component of selenate reductase
ECK120004063	xdhD	b2881	3019338	3022208	forward	putative oxidoreductase; possible component of selenate reductase with possible role in purine salvage
ECK120004064	ygfO	b2882	3022373	3023773	forward	YgfO NCS2 tranporter
ECK120004065	guaD	b2883	3023788	3025107	forward	guanine deaminase
ECK120004066	ygfQ	b4464	3025143	3026510	forward	predicted transporter
ECK120004067	ygfS	b2886	3026546	3027034	reverse	predicted oxidoreductase,  4Fe-4S ferredoxin-type subunit
ECK120004068	ygfT	b2887	3027034	3028953	reverse	fused predicted oxidoreductase, Fe-S subunit and nucleotide-binding subunit
ECK120004069	ygfU	b2888	3029389	3030837	forward	YgfU NCS2 transporter
ECK120004070	idi	b2889	3031087	3031635	forward	isopentenyl diphosphate isomerase
ECK120000545	lysS	b2890	3031679	3033196	reverse	lysyl tRNA synthetase (LysRSs), constitutive
ECK120000753	prfB	b2891	3033206	3034304	reverse	peptide chain release factor RF2
ECK120000821	recJ	b2892	3034395	3036128	reverse	RecJ
ECK120001059	dsbC	b2893	3036134	3036844	reverse	DsbC<SUB>reduced</SUB>
ECK120001060	xerD	b2894	3036869	3037765	reverse	site-specific recombinase
ECK120002360	fldB	b2895	3037877	3038398	forward	flavodoxin 2
ECK120004071	ygfX	b2896	3038438	3038845	reverse	predicted protein
ECK120004072	ygfY	b2897	3038826	3039092	reverse	conserved protein
ECK120004073	ygfZ	b2898	3039335	3040315	forward	folate-binding protein
ECK120004074	yqfA	b2899	3040511	3041170	reverse	predicted oxidoreductase, inner membrane subunit
ECK120004075	yqfB	b2900	3041334	3041645	reverse	conserved protein
ECK120002697	bglA	b2901	3041684	3043123	forward	6-phospho-&beta;-glucosidase A
ECK120004076	ygfF	b2902	3043180	3043923	reverse	predicted NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain
ECK120001744	gcvP	b2903	3044190	3047063	reverse	glycine decarboxylase
ECK120000364	gcvH	b2904	3047182	3047571	reverse	glycine cleavage system H protein
ECK120001406	gcvT	b2905	3047595	3048689	reverse	aminomethyltransferase
ECK120001304	visC	b2906	3049137	3050339	reverse	predicted oxidoreductase, FAD/NAD(P)-binding domain
ECK120001295	ubiH	b2907	3050362	3051540	reverse	2-octaprenyl-6-methoxyphenol hydroxylase
ECK120000689	pepP	b2908	3051537	3052862	reverse	PepP
ECK120001294	ygfB	b2909	3052888	3053466	reverse	predicted protein
ECK120002417	zapA	b2910	3053634	3053963	forward	protein that localizes to the cytokinetic ring
ECK120002541	ssrS	b2911	3054005	3054187	forward	6S RNA
ECK120001141	ygfA	b2912	3054263	3054811	forward	predicted ligase
ECK120002597	rygC	b4446	3054871	3055010	forward	RygC small RNA
ECK120000933	serA	b2913	3055200	3056432	reverse	SerA
ECK120001407	rpiA	b2914	3056688	3057347	reverse	ribose-5-phosphate isomerase A
ECK120004077	yqfE	b2915	3057403	3057633	reverse	conserved protein
ECK120000483	argP	b2916	3057775	3058668	forward	ArgP transcriptional activator
ECK120001408	scpA	b2917	3058872	3061016	forward	methylmalonyl-CoA mutase
ECK120001409	argK	b2918	3061009	3062004	forward	arginine transport ATPase
ECK120004078	scpB	b2919	3062015	3062800	forward	ScpB
ECK120004079	scpC	b2920	3062824	3064302	forward	propionyl-CoA:succinate CoA transferase
ECK120004080	ygfI	b2921	3064299	3065195	reverse	predicted DNA-binding transcriptional regulator LYSR-type
ECK120001220	yggE	b2922	3065362	3066102	reverse	conserved protein
ECK120001142	argO	b2923	3066195	3066830	reverse	arginine export protein
ECK120001143	mscS	b2924	3066969	3067829	reverse	MscS
ECK120000276	fbaA	b2925	3068187	3069266	reverse	fructose bisphosphate aldolase monomer
ECK120000695	pgk	b2926	3069481	3070644	reverse	phosphoglycerate kinase
ECK120000361	epd	b2927	3070694	3071713	reverse	Epd
ECK120001144	yggC	b2928	3071998	3072711	reverse	putative kinase
ECK120001145	yggD	b2929	3072708	3073217	reverse	predicted DNA-binding transcriptional regulator
ECK120001221	yggF	b2930	3073239	3074204	reverse	predicted hexoseP phosphatase
ECK120004081	yggP	b4465	3074201	3075478	reverse	predicted dehydrogenase
ECK120001726	cmtA	b2933	3075493	3076881	reverse	CmtA
ECK120001725	cmtB	b2934	3076909	3077352	reverse	CmtB
ECK120001391	tktA	b2935	3077666	3079657	reverse	TktA
ECK120001264	yggG	b2936	3079935	3080693	forward	predicted peptidase
ECK120000949	speB	b2937	3080899	3081819	reverse	SpeB
ECK120000948	speA	b2938	3081957	3083933	reverse	SpeA
ECK120004082	yqgB	b2939	3083942	3084088	reverse	predicted protein
ECK120004083	yqgC	b2940	3084209	3084424	forward	predicted protein
ECK120004084	yqgD	b2941	3084421	3084672	reverse	hypothetical protein
ECK120000582	metK	b2942	3084728	3085882	forward	MetK S-adenosylmethionine synthetase monomer
ECK120002048	galP	b2943	3086306	3087700	forward	GalP - galactose MFS transporter
ECK120002025	yggI	b2944	3087777	3088274	forward	conserved protein
ECK120001307	endA	b2945	3088369	3089076	forward	DNA-specific endonuclease I
ECK120002234	rsmE	b2946	3089156	3089887	forward	16S rRNA m<sup>3</sup>U1498 methyltransferase
ECK120000412	gshB	b2947	3089900	3090850	forward	glutathione synthetase subunit
ECK120004085	yqgE	b2948	3090959	3091522	forward	predicted protein
ECK120004086	yqgF	b2949	3091522	3091938	forward	predicted Holliday junction resolvase
ECK120004087	yggR	b2950	3092122	3093102	reverse	predicted transporter
ECK120004088	yggS	b2951	3093120	3093824	forward	predicted enzyme
ECK120004089	yggT	b2952	3093842	3094408	forward	predicted inner membrane protein
ECK120004090	yggU	b2953	3094405	3094695	forward	conserved protein
ECK120004091	rdgB	b2954	3094703	3095296	forward	xanthosine triphosphate pyrophosphatase/deoxyinosine triphosphate pyrophosphatase
ECK120004092	yggW	b2955	3095289	3096425	forward	predicted oxidoreductase
ECK120002363	yggM	b2956	3096580	3097587	reverse	conserved protein
ECK120000042	ansB	b2957	3097704	3098750	reverse	AnsB
ECK120002364	yggN	b2958	3098926	3099645	reverse	predicted protein
ECK120002296	yggL	b2959	3099829	3100155	reverse	predicted protein
ECK120001713	trmI	b2960	3100155	3100874	reverse	tRNA (m7G46) methyltransferase
ECK120000620	mutY	b2961	3101035	3102087	forward	adenine glycosylase; G.C --> T.A transversions
ECK120004093	yggX	b2962	3102115	3102390	forward	protein that protects iron-sulfur proteins against oxidative damage
ECK120004094	mltC	b2963	3102455	3103534	forward	membrane-bound lytic murein transglycosylase C
ECK120000657	nupG	b2964	3103736	3104992	forward	NupG nucleoside MFS transporter
ECK120000950	speC	b2965	3105042	3107177	reverse	SpeC
ECK120004095	yqgA	b2966	3107575	3108282	forward	putative transport protein
ECK120002507	pheV	b2967	3108388	3108463	forward	tRNA<SUP>pheV</SUP>
ECK120004096	yghD	b2968	3108612	3109148	reverse	predicted secretion pathway protein, M-type protein, membrane anchored
ECK120004097	yghE		3109150	3110010	reverse	predicted secretion pathway protein, L-type protein
ECK120004098	yghF	b2970	3110076	3110942	reverse	predicted secretion pathway protein, C-type protein
ECK120004099	yghG	b2971	3111089	3111499	reverse	putative lipoprotein
ECK120004100	pppA	b2972	3111565	3112374	reverse	prepilin peptidase
ECK120004101	yghJ	b4466	3112572	3117134	reverse	predicted inner membrane lipoprotein
ECK120004102	glcA	b2975	3117619	3119301	reverse	GlcA glycolate transporter
ECK120002622	C0719		3119380	3119601	forward	C0719 small RNA
ECK120002441	glcB	b2976	3119656	3121827	reverse	malate synthase G
ECK120004103	glcG	b2977	3121849	3122253	reverse	conserved protein
ECK120002572	glcF	b4467	3122258	3123481	reverse	glycolate oxidase, predicted iron-sulfur subunit
ECK120004104	glcE	b4468	3123492	3124544	reverse	glycolate oxidase, predicted FAD-binding subunit
ECK120004105	glcD	b2979	3124544	3126043	reverse	glycolate oxidase, predicted FAD-linked subunit
ECK120004106	glcC	b2980	3126294	3127058	forward	GlcC transcriptional dual regulator
ECK120004107	yghO	b2981	3127065	3128237	reverse	predicted DNA-binding transcriptional regulator
ECK120004108	insH-9	b2982	3128200	3129216	forward	
ECK120004109	yghQ	b2983	3129363	3130430	reverse	predicted inner membrane protein
ECK120004110	yghR	b2984	3130476	3131234	reverse	predicted protein with nucleoside triphosphate hydrolase domain
ECK120004111	yghS	b2985	3131266	3131979	reverse	predicted protein with nucleoside triphosphate hydrolase domain
